return_id,order_item_id,return_reason,return_date
1506,37898,Wrong Product,2025-01-01
1507,1385,Late Delivery,2025-01-01
1508,83002,Late Delivery,2025-01-01
1509,73016,Defective,2025-01-01
1510,49276,No Longer Needed,2025-01-01
1511,87618,Defective,2025-01-01
1512,99174,No Longer Needed,2025-01-01
1513,67932,No Longer Needed,2025-01-01
1514,36054,No Longer Needed,2025-01-01
1515,14732,Defective,2025-01-01
1516,97291,Defective,2025-01-01
1517,60327,Defective,2025-01-01
1518,55828,Late Delivery,2025-01-01
1519,42072,No Longer Needed,2025-01-01
1520,95148,Wrong Product,2025-01-01
1521,20056,Defective,2025-01-01
1522,87560,Defective,2025-01-01
1523,39250,Damaged,2025-01-01
1524,30330,No Longer Needed,2025-01-01
1525,73422,Defective,2025-01-01
1526,65014,Late Delivery,2025-01-01
1527,53889,Damaged,2025-01-01
1528,49861,Wrong Product,2025-01-01
1529,65864,Defective,2025-01-01
1530,54663,No Longer Needed,2025-01-01
1531,91675,Late Delivery,2025-01-01
1532,94889,Late Delivery,2025-01-01
1533,26035,Wrong Product,2025-01-01
1534,65818,Wrong Product,2025-01-01
1535,79616,Late Delivery,2025-01-01
1536,16435,Damaged,2025-01-01
1537,88236,Defective,2025-01-01
1538,9764,No Longer Needed,2025-01-01
1539,33705,Damaged,2025-01-01
1540,98329,Wrong Product,2025-01-01
1541,86896,Defective,2025-01-01
1542,39305,Defective,2025-01-01
1543,89604,Damaged,2025-01-01
1544,15195,Wrong Product,2025-01-01
1545,59682,Late Delivery,2025-01-01
1546,84059,Late Delivery,2025-01-01
1547,44315,Wrong Product,2025-01-01
1548,8866,Damaged,2025-01-01
1549,69216,No Longer Needed,2025-01-01
1550,24430,Late Delivery,2025-01-01
1551,76348,Damaged,2025-01-01
1552,66777,Damaged,2025-01-01
1553,27070,Late Delivery,2025-01-01
1554,15496,Defective,2025-01-01
1555,94549,Defective,2025-01-01
1556,61231,Damaged,2025-01-01
1557,35270,Damaged,2025-01-01
1558,36782,Wrong Product,2025-01-01
1559,61028,No Longer Needed,2025-01-01
1560,135,Wrong Product,2025-01-01
1561,26524,No Longer Needed,2025-01-01
1562,44751,Late Delivery,2025-01-01
1563,91777,Wrong Product,2025-01-01
1564,51060,Late Delivery,2025-01-01
1565,19142,No Longer Needed,2025-01-01
1566,72290,Damaged,2025-01-01
1567,82439,Wrong Product,2025-01-01
1568,20413,Late Delivery,2025-01-01
1569,88651,Late Delivery,2025-01-01
1570,57920,Defective,2025-01-01
1571,69037,Wrong Product,2025-01-01
1572,65923,Wrong Product,2025-01-01
1573,87899,Wrong Product,2025-01-01
1574,49134,Late Delivery,2025-01-01
1575,33637,Damaged,2025-01-01
1576,94396,Defective,2025-01-01
1577,72165,No Longer Needed,2025-01-01
1578,32418,Defective,2025-01-01
1579,74689,Damaged,2025-01-01
1580,28677,Defective,2025-01-01
1581,80315,Damaged,2025-01-01
1582,343,Damaged,2025-01-01
1583,21816,Late Delivery,2025-01-01
1584,95217,No Longer Needed,2025-01-01
1585,57543,No Longer Needed,2025-01-01
1586,68947,No Longer Needed,2025-01-01
1587,92444,Defective,2025-01-01
1588,61932,Late Delivery,2025-01-01
1589,35983,Wrong Product,2025-01-01
1590,66988,Wrong Product,2025-01-01
1591,70734,Wrong Product,2025-01-01
1592,53019,Damaged,2025-01-01
1593,58271,Late Delivery,2025-01-01
1594,92272,Wrong Product,2025-01-01
1595,78522,Late Delivery,2025-01-01
1596,84395,Damaged,2025-01-01
1597,13402,Damaged,2025-01-01
1598,72536,Damaged,2025-01-01
1599,66307,Wrong Product,2025-01-01
1600,64658,No Longer Needed,2025-01-01
1601,22442,Wrong Product,2025-01-01
1602,86994,Wrong Product,2025-01-01
1603,49496,Defective,2025-01-01
1604,26450,Late Delivery,2025-01-01
1605,77808,No Longer Needed,2025-01-01
1606,20128,Late Delivery,2025-01-01
1607,27877,Wrong Product,2025-01-01
1608,46548,No Longer Needed,2025-01-01
1609,32337,Defective,2025-01-01
1610,12903,No Longer Needed,2025-01-01
1611,71330,Defective,2025-01-01
1612,61700,Defective,2025-01-01
1613,83524,Damaged,2025-01-01
1614,95540,Damaged,2025-01-01
1615,52578,Damaged,2025-01-01
1616,60419,Wrong Product,2025-01-01
1617,20903,Late Delivery,2025-01-01
1618,96031,Defective,2025-01-01
1619,23323,Wrong Product,2025-01-01
1620,63932,Late Delivery,2025-01-01
1621,61201,Defective,2025-01-01
1622,31848,Late Delivery,2025-01-01
1623,26668,Late Delivery,2025-01-01
1624,43514,No Longer Needed,2025-01-01
1625,31736,Damaged,2025-01-01
1626,88929,Late Delivery,2025-01-01
1627,52375,Defective,2025-01-01
1628,85053,Damaged,2025-01-01
1629,34062,Wrong Product,2025-01-01
1630,53732,Damaged,2025-01-01
1631,88968,Damaged,2025-01-01
1632,41261,Late Delivery,2025-01-01
1633,57700,Damaged,2025-01-01
1634,65686,Late Delivery,2025-01-01
1635,58572,Wrong Product,2025-01-01
1636,81032,Defective,2025-01-01
1637,33658,Wrong Product,2025-01-01
1638,39943,Late Delivery,2025-01-01
1639,66525,Wrong Product,2025-01-01
1640,63143,Damaged,2025-01-01
1641,21502,Late Delivery,2025-01-01
1642,1197,Damaged,2025-01-01
1643,44075,Defective,2025-01-01
1644,58490,Late Delivery,2025-01-01
1645,84368,Defective,2025-01-01
1646,49126,Wrong Product,2025-01-01
1647,31968,No Longer Needed,2025-01-01
1648,13723,Damaged,2025-01-01
1649,54688,Damaged,2025-01-01
1650,39859,No Longer Needed,2025-01-01
1651,18740,Defective,2025-01-01
1652,99365,No Longer Needed,2025-01-01
1653,45013,Wrong Product,2025-01-01
1654,32406,Damaged,2025-01-01
1655,74938,Defective,2025-01-01
1656,11418,Defective,2025-01-01
1657,74621,Late Delivery,2025-01-01
1658,40389,Wrong Product,2025-01-01
1659,6427,Wrong Product,2025-01-01
1660,61183,Late Delivery,2025-01-01
1661,65875,Damaged,2025-01-01
1662,30163,Damaged,2025-01-01
1663,76973,Damaged,2025-01-01
1664,4149,Damaged,2025-01-01
1665,95219,Late Delivery,2025-01-01
1666,46596,Damaged,2025-01-01
1667,85023,No Longer Needed,2025-01-01
1668,82928,Defective,2025-01-01
1669,85170,Damaged,2025-01-01
1670,94524,Wrong Product,2025-01-01
1671,33255,Late Delivery,2025-01-01
1672,35404,Wrong Product,2025-01-01
1673,42088,Wrong Product,2025-01-01
1674,1577,Damaged,2025-01-01
1675,2548,Late Delivery,2025-01-01
1676,88362,Late Delivery,2025-01-01
1677,13321,Damaged,2025-01-01
1678,53828,Damaged,2025-01-01
1679,87610,No Longer Needed,2025-01-01
1680,95864,Damaged,2025-01-01
1681,81088,No Longer Needed,2025-01-01
1682,12126,Defective,2025-01-01
1683,41652,Late Delivery,2025-01-01
1684,4222,Late Delivery,2025-01-01
1685,25089,Defective,2025-01-01
1686,18750,Defective,2025-01-01
1687,24628,Wrong Product,2025-01-01
1688,53422,No Longer Needed,2025-01-01
1689,11099,No Longer Needed,2025-01-01
1690,85198,Late Delivery,2025-01-01
1691,75711,Damaged,2025-01-01
1692,87336,No Longer Needed,2025-01-01
1693,30755,Wrong Product,2025-01-01
1694,80214,Late Delivery,2025-01-01
1695,21166,Wrong Product,2025-01-01
1696,53318,Wrong Product,2025-01-01
1697,99387,Damaged,2025-01-01
1698,74379,No Longer Needed,2025-01-01
1699,2087,Damaged,2025-01-01
1700,34411,Late Delivery,2025-01-01
1701,59155,Late Delivery,2025-01-01
1702,65530,Damaged,2025-01-01
1703,23974,Wrong Product,2025-01-01
1704,71265,Late Delivery,2025-01-01
1705,12479,No Longer Needed,2025-01-01
1706,70899,Late Delivery,2025-01-01
1707,62976,Defective,2025-01-01
1708,37557,No Longer Needed,2025-01-01
1709,25027,Late Delivery,2025-01-01
1710,52810,No Longer Needed,2025-01-01
1711,19136,Damaged,2025-01-01
1712,2496,Wrong Product,2025-01-01
1713,47811,Wrong Product,2025-01-01
1714,5048,Wrong Product,2025-01-01
1715,56971,No Longer Needed,2025-01-01
1716,46140,Defective,2025-01-01
1717,8581,Defective,2025-01-01
1718,11119,Late Delivery,2025-01-01
1719,13042,Damaged,2025-01-01
1720,73176,Defective,2025-01-01
1721,23368,Defective,2025-01-01
1722,40188,Defective,2025-01-01
1723,21504,Damaged,2025-01-01
1724,37943,Wrong Product,2025-01-01
1725,30588,Damaged,2025-01-01
1726,38717,Late Delivery,2025-01-01
1727,10742,Defective,2025-01-01
1728,71398,No Longer Needed,2025-01-01
1729,70275,Wrong Product,2025-01-01
1730,84968,Wrong Product,2025-01-01
1731,84590,Defective,2025-01-01
1732,62217,Late Delivery,2025-01-01
1733,93921,No Longer Needed,2025-01-01
1734,74446,Wrong Product,2025-01-01
1735,82628,Defective,2025-01-01
1736,97397,Wrong Product,2025-01-01
1737,52860,Wrong Product,2025-01-01
1738,42911,Defective,2025-01-01
1739,68740,No Longer Needed,2025-01-01
1740,73853,Damaged,2025-01-01
1741,42159,Wrong Product,2025-01-01
1742,83480,Wrong Product,2025-01-01
1743,50354,Damaged,2025-01-01
1744,36241,Damaged,2025-01-01
1745,75954,No Longer Needed,2025-01-01
1746,92265,Late Delivery,2025-01-01
1747,22374,Wrong Product,2025-01-01
1748,64997,No Longer Needed,2025-01-01
1749,47844,Defective,2025-01-01
1750,22725,No Longer Needed,2025-01-01
1751,71660,Defective,2025-01-01
1752,85697,No Longer Needed,2025-01-01
1753,44033,Defective,2025-01-01
1754,71567,Late Delivery,2025-01-01
1755,78919,Defective,2025-01-01
1756,39432,Wrong Product,2025-01-01
1757,14488,Damaged,2025-01-01
1758,22645,Wrong Product,2025-01-01
1759,58356,Defective,2025-01-01
1760,96734,Damaged,2025-01-01
1761,87948,Wrong Product,2025-01-01
1762,73362,Defective,2025-01-01
1763,60802,Defective,2025-01-01
1764,39524,Wrong Product,2025-01-01
1765,93902,No Longer Needed,2025-01-01
1766,14985,Defective,2025-01-01
1767,66590,No Longer Needed,2025-01-01
1768,73219,Wrong Product,2025-01-01
1769,90295,Damaged,2025-01-01
1770,25304,Damaged,2025-01-01
1771,89763,Late Delivery,2025-01-01
1772,24889,No Longer Needed,2025-01-01
1773,51542,No Longer Needed,2025-01-01
1774,5670,Late Delivery,2025-01-01
1775,48954,No Longer Needed,2025-01-01
1776,39704,Damaged,2025-01-01
1777,14486,Late Delivery,2025-01-01
1778,50485,Wrong Product,2025-01-01
1779,78668,Damaged,2025-01-01
1780,5639,Wrong Product,2025-01-01
1781,15200,Damaged,2025-01-01
1782,97920,Defective,2025-01-01
1783,79225,Late Delivery,2025-01-01
1784,28481,Wrong Product,2025-01-01
1785,10766,No Longer Needed,2025-01-01
1786,74383,Late Delivery,2025-01-01
1787,21083,Late Delivery,2025-01-01
1788,53117,No Longer Needed,2025-01-01
1789,30841,Late Delivery,2025-01-01
1790,70295,Damaged,2025-01-01
1791,5780,Late Delivery,2025-01-01
1792,78149,Damaged,2025-01-01
1793,34421,Defective,2025-01-01
1794,48937,Defective,2025-01-01
1795,2105,Late Delivery,2025-01-01
1796,90782,No Longer Needed,2025-01-01
1797,60550,Defective,2025-01-01
1798,19975,Late Delivery,2025-01-01
1799,42189,Damaged,2025-01-01
1800,76150,Late Delivery,2025-01-01
1801,5121,No Longer Needed,2025-01-01
1802,75849,Damaged,2025-01-01
1803,7664,Wrong Product,2025-01-01
1804,44099,Defective,2025-01-01
1805,15258,Wrong Product,2025-01-01
1806,95247,Late Delivery,2025-01-01
1807,31611,No Longer Needed,2025-01-01
1808,69754,Defective,2025-01-01
1809,986,Damaged,2025-01-01
1810,64221,Late Delivery,2025-01-01
1811,23798,Late Delivery,2025-01-01
1812,45328,Damaged,2025-01-01
1813,39344,Damaged,2025-01-01
1814,44780,Damaged,2025-01-01
1815,44661,Wrong Product,2025-01-01
1816,20459,No Longer Needed,2025-01-01
1817,48279,Defective,2025-01-01
1818,43107,Defective,2025-01-01
1819,37867,Late Delivery,2025-01-01
1820,53899,Late Delivery,2025-01-01
1821,23199,Wrong Product,2025-01-01
1822,15133,No Longer Needed,2025-01-01
1823,80375,Wrong Product,2025-01-01
1824,11907,No Longer Needed,2025-01-01
1825,37284,No Longer Needed,2025-01-01
1826,93909,Late Delivery,2025-01-01
1827,13081,Wrong Product,2025-01-01
1828,6764,No Longer Needed,2025-01-01
1829,11426,Defective,2025-01-01
1830,65981,Wrong Product,2025-01-01
1831,8769,Defective,2025-01-01
1832,39587,No Longer Needed,2025-01-01
1833,79434,Wrong Product,2025-01-01
1834,29917,Damaged,2025-01-01
1835,91885,Damaged,2025-01-01
1836,73896,Late Delivery,2025-01-01
1837,64621,Damaged,2025-01-01
1838,7179,Wrong Product,2025-01-01
1839,97491,Wrong Product,2025-01-01
1840,64161,Wrong Product,2025-01-01
1841,80029,Late Delivery,2025-01-01
1842,63571,No Longer Needed,2025-01-01
1843,70504,Wrong Product,2025-01-01
1844,41655,No Longer Needed,2025-01-01
1845,76853,No Longer Needed,2025-01-01
1846,18079,No Longer Needed,2025-01-01
1847,71606,Damaged,2025-01-01
1848,64777,Wrong Product,2025-01-01
1849,84356,Late Delivery,2025-01-01
1850,47315,Late Delivery,2025-01-01
1851,99814,No Longer Needed,2025-01-01
1852,72712,No Longer Needed,2025-01-01
1853,981,Late Delivery,2025-01-01
1854,32113,Defective,2025-01-01
1855,50513,Defective,2025-01-01
1856,16958,Damaged,2025-01-01
1857,52378,Defective,2025-01-01
1858,96639,Late Delivery,2025-01-01
1859,16578,Late Delivery,2025-01-01
1860,62623,Damaged,2025-01-01
1861,48389,Wrong Product,2025-01-01
1862,24421,Defective,2025-01-01
1863,94244,Late Delivery,2025-01-01
1864,16737,Late Delivery,2025-01-01
1865,96257,Late Delivery,2025-01-01
1866,26996,Defective,2025-01-01
1867,90982,Late Delivery,2025-01-01
1868,69896,Late Delivery,2025-01-01
1869,42476,Defective,2025-01-01
1870,61523,Defective,2025-01-01
1871,64260,Defective,2025-01-01
1872,48642,Wrong Product,2025-01-01
1873,68464,Wrong Product,2025-01-01
1874,21271,No Longer Needed,2025-01-01
1875,9549,Defective,2025-01-01
1876,8547,Wrong Product,2025-01-01
1877,26964,Wrong Product,2025-01-01
1878,26847,No Longer Needed,2025-01-01
1879,45775,No Longer Needed,2025-01-01
1880,62501,Wrong Product,2025-01-01
1881,36857,Defective,2025-01-01
1882,59007,No Longer Needed,2025-01-01
1883,36677,No Longer Needed,2025-01-01
1884,22496,Defective,2025-01-01
1885,4493,Damaged,2025-01-01
1886,5986,Late Delivery,2025-01-01
1887,80806,Defective,2025-01-01
1888,34656,No Longer Needed,2025-01-01
1889,50455,Late Delivery,2025-01-01
1890,82160,Defective,2025-01-01
1891,56917,Late Delivery,2025-01-01
1892,84714,Defective,2025-01-01
1893,98383,Damaged,2025-01-01
1894,72764,Late Delivery,2025-01-01
1895,91723,No Longer Needed,2025-01-01
1896,60166,Wrong Product,2025-01-01
1897,90201,Wrong Product,2025-01-01
1898,20377,Late Delivery,2025-01-01
1899,55029,No Longer Needed,2025-01-01
1900,64164,Wrong Product,2025-01-01
1901,6849,Wrong Product,2025-01-01
1902,92707,Late Delivery,2025-01-01
1903,54940,Late Delivery,2025-01-01
1904,91196,Wrong Product,2025-01-01
1905,80335,No Longer Needed,2025-01-01
1906,65669,No Longer Needed,2025-01-01
1907,63505,Wrong Product,2025-01-01
1908,615,Wrong Product,2025-01-01
1909,43778,Defective,2025-01-01
1910,17165,No Longer Needed,2025-01-01
1911,23828,Damaged,2025-01-01
1912,21620,Damaged,2025-01-01
1913,68821,Late Delivery,2025-01-01
1914,52075,Late Delivery,2025-01-01
1915,18743,No Longer Needed,2025-01-01
1916,68426,No Longer Needed,2025-01-01
1917,1967,Wrong Product,2025-01-01
1918,68059,Damaged,2025-01-01
1919,19084,No Longer Needed,2025-01-01
1920,16541,No Longer Needed,2025-01-01
1921,25858,Defective,2025-01-01
1922,674,Defective,2025-01-01
1923,43302,No Longer Needed,2025-01-01
1924,76847,No Longer Needed,2025-01-01
1925,88637,Late Delivery,2025-01-01
1926,38615,Damaged,2025-01-01
1927,28410,Defective,2025-01-01
1928,36002,Late Delivery,2025-01-01
1929,43669,Wrong Product,2025-01-01
1930,90057,No Longer Needed,2025-01-01
1931,49959,Late Delivery,2025-01-01
1932,84591,Damaged,2025-01-01
1933,31940,Late Delivery,2025-01-01
1934,34195,Defective,2025-01-01
1935,7130,Wrong Product,2025-01-01
1936,82848,Damaged,2025-01-01
1937,19982,No Longer Needed,2025-01-01
1938,50248,Damaged,2025-01-01
1939,2874,Late Delivery,2025-01-01
1940,52906,Damaged,2025-01-01
1941,72287,Wrong Product,2025-01-01
1942,64458,Defective,2025-01-01
1943,12601,Damaged,2025-01-01
1944,11182,Late Delivery,2025-01-01
1945,63619,Defective,2025-01-01
1946,77496,Late Delivery,2025-01-01
1947,21856,Defective,2025-01-01
1948,82449,No Longer Needed,2025-01-01
1949,33529,No Longer Needed,2025-01-01
1950,52412,Damaged,2025-01-01
1951,64418,Wrong Product,2025-01-01
1952,24139,Late Delivery,2025-01-01
1953,77308,Damaged,2025-01-01
1954,92935,No Longer Needed,2025-01-01
1955,6932,Defective,2025-01-01
1956,44917,Wrong Product,2025-01-01
1957,3717,Defective,2025-01-01
1958,7337,Defective,2025-01-01
1959,49579,Late Delivery,2025-01-01
1960,56055,Late Delivery,2025-01-01
1961,41125,Late Delivery,2025-01-01
1962,68491,Defective,2025-01-01
1963,72520,Defective,2025-01-01
1964,86873,Damaged,2025-01-01
1965,805,Late Delivery,2025-01-01
1966,85728,Damaged,2025-01-01
1967,52178,Late Delivery,2025-01-01
1968,39949,No Longer Needed,2025-01-01
1969,94077,Damaged,2025-01-01
1970,98644,Late Delivery,2025-01-01
1971,66016,Damaged,2025-01-01
1972,74873,Wrong Product,2025-01-01
1973,85584,Damaged,2025-01-01
1974,71641,No Longer Needed,2025-01-01
1975,86970,Wrong Product,2025-01-01
1976,30418,Damaged,2025-01-01
1977,897,No Longer Needed,2025-01-01
1978,72883,Defective,2025-01-01
1979,56744,Wrong Product,2025-01-01
1980,19615,Defective,2025-01-01
1981,59592,Late Delivery,2025-01-01
1982,44183,Late Delivery,2025-01-01
1983,8677,Damaged,2025-01-01
1984,16169,Defective,2025-01-01
1985,5604,Defective,2025-01-01
1986,2515,Damaged,2025-01-01
1987,79085,Late Delivery,2025-01-01
1988,50306,Late Delivery,2025-01-01
1989,59590,Damaged,2025-01-01
1990,13675,Defective,2025-01-01
1991,38408,Late Delivery,2025-01-01
1992,34550,No Longer Needed,2025-01-01
1993,83891,Damaged,2025-01-01
1994,39673,Late Delivery,2025-01-01
1995,24259,Defective,2025-01-01
1996,46833,Defective,2025-01-01
1997,52060,No Longer Needed,2025-01-01
1998,2743,Damaged,2025-01-01
1999,42489,Wrong Product,2025-01-01
2000,50054,Late Delivery,2025-01-01
2001,99785,No Longer Needed,2025-01-01
2002,23026,No Longer Needed,2025-01-01
2003,62963,Damaged,2025-01-01
2004,58594,Wrong Product,2025-01-01
2005,90539,No Longer Needed,2025-01-01
2006,3417,Defective,2025-01-01
2007,81666,Wrong Product,2025-01-01
2008,58484,Late Delivery,2025-01-01
2009,4976,Late Delivery,2025-01-01
2010,20038,Late Delivery,2025-01-01
2011,86925,Defective,2025-01-01
2012,23647,Late Delivery,2025-01-01
2013,75607,Damaged,2025-01-01
2014,99204,Wrong Product,2025-01-01
2015,89743,Wrong Product,2025-01-01
2016,53242,Defective,2025-01-01
2017,11942,Damaged,2025-01-01
2018,74420,Defective,2025-01-01
2019,49463,Damaged,2025-01-01
2020,54332,No Longer Needed,2025-01-01
2021,4644,Wrong Product,2025-01-01
2022,5155,Wrong Product,2025-01-01
2023,36536,Late Delivery,2025-01-01
2024,17290,Defective,2025-01-01
2025,94979,Late Delivery,2025-01-01
2026,62090,Defective,2025-01-01
2027,10908,Late Delivery,2025-01-01
2028,40421,Damaged,2025-01-01
2029,56627,Defective,2025-01-01
2030,38220,Damaged,2025-01-01
2031,63194,Damaged,2025-01-01
2032,50220,Late Delivery,2025-01-01
2033,55398,Late Delivery,2025-01-01
2034,93366,No Longer Needed,2025-01-01
2035,9680,Wrong Product,2025-01-01
2036,24482,Late Delivery,2025-01-01
2037,70879,Late Delivery,2025-01-01
2038,24987,Damaged,2025-01-01
2039,87283,Damaged,2025-01-01
2040,22978,Late Delivery,2025-01-01
2041,57179,Wrong Product,2025-01-01
2042,31888,Damaged,2025-01-01
2043,36671,Late Delivery,2025-01-01
2044,86933,Wrong Product,2025-01-01
2045,34565,Wrong Product,2025-01-01
2046,90326,Wrong Product,2025-01-01
2047,47371,Damaged,2025-01-01
2048,94496,Damaged,2025-01-01
2049,3314,Defective,2025-01-01
2050,62937,Damaged,2025-01-01
2051,4196,Defective,2025-01-01
2052,37029,Defective,2025-01-01
2053,62495,Damaged,2025-01-01
2054,26781,Wrong Product,2025-01-01
2055,2437,Defective,2025-01-01
2056,24865,Late Delivery,2025-01-01
2057,43277,Damaged,2025-01-01
2058,9455,Late Delivery,2025-01-01
2059,92271,Damaged,2025-01-01
2060,15153,No Longer Needed,2025-01-01
2061,47549,Wrong Product,2025-01-01
2062,82093,Defective,2025-01-01
2063,55432,Damaged,2025-01-01
2064,49266,No Longer Needed,2025-01-01
2065,80414,Damaged,2025-01-01
2066,38937,No Longer Needed,2025-01-01
2067,59989,No Longer Needed,2025-01-01
2068,4700,Defective,2025-01-01
2069,66797,No Longer Needed,2025-01-01
2070,65273,Wrong Product,2025-01-01
2071,96050,Damaged,2025-01-01
2072,44098,Defective,2025-01-01
2073,19393,Damaged,2025-01-01
2074,16333,Damaged,2025-01-01
2075,58680,Defective,2025-01-01
2076,51477,Damaged,2025-01-01
2077,97715,No Longer Needed,2025-01-01
2078,61535,Defective,2025-01-01
2079,19475,Defective,2025-01-01
2080,27017,Late Delivery,2025-01-01
2081,35594,No Longer Needed,2025-01-01
2082,187,Defective,2025-01-01
2083,36222,Wrong Product,2025-01-01
2084,25877,Damaged,2025-01-01
2085,86605,Damaged,2025-01-01
2086,73984,Damaged,2025-01-01
2087,37518,Defective,2025-01-01
2088,25981,Late Delivery,2025-01-01
2089,49023,Late Delivery,2025-01-01
2090,1464,Defective,2025-01-01
2091,62826,Damaged,2025-01-01
2092,14546,Late Delivery,2025-01-01
2093,93942,Defective,2025-01-01
2094,36378,Wrong Product,2025-01-01
2095,80171,No Longer Needed,2025-01-01
2096,75513,No Longer Needed,2025-01-01
2097,39295,Wrong Product,2025-01-01
2098,6212,Wrong Product,2025-01-01
2099,44204,Late Delivery,2025-01-01
2100,86706,Wrong Product,2025-01-01
2101,28228,No Longer Needed,2025-01-01
2102,18513,Late Delivery,2025-01-01
2103,573,Defective,2025-01-01
2104,94988,Defective,2025-01-01
2105,20900,No Longer Needed,2025-01-01
2106,65023,Damaged,2025-01-01
2107,74088,Defective,2025-01-01
2108,44898,Defective,2025-01-01
2109,27127,No Longer Needed,2025-01-01
2110,83563,Defective,2025-01-01
2111,46458,Defective,2025-01-01
2112,37684,Damaged,2025-01-01
2113,23243,Late Delivery,2025-01-01
2114,32134,Late Delivery,2025-01-01
2115,80388,Damaged,2025-01-01
2116,54909,Defective,2025-01-01
2117,88747,Damaged,2025-01-01
2118,50277,Wrong Product,2025-01-01
2119,66597,Damaged,2025-01-01
2120,88927,Damaged,2025-01-01
2121,41664,Late Delivery,2025-01-01
2122,99831,Defective,2025-01-01
2123,45714,No Longer Needed,2025-01-01
2124,98920,Damaged,2025-01-01
2125,59207,Defective,2025-01-01
2126,3435,Wrong Product,2025-01-01
2127,51492,Wrong Product,2025-01-01
2128,92524,Defective,2025-01-01
2129,88213,Defective,2025-01-01
2130,71563,Late Delivery,2025-01-01
2131,83731,Defective,2025-01-01
2132,64384,Defective,2025-01-01
2133,40890,Damaged,2025-01-01
2134,54880,Wrong Product,2025-01-01
2135,19455,No Longer Needed,2025-01-01
2136,80320,Defective,2025-01-01
2137,43010,Wrong Product,2025-01-01
2138,57524,Wrong Product,2025-01-01
2139,44172,Defective,2025-01-01
2140,86867,Late Delivery,2025-01-01
2141,97808,Wrong Product,2025-01-01
2142,95717,Damaged,2025-01-01
2143,18501,Defective,2025-01-01
2144,45865,Wrong Product,2025-01-01
2145,11057,Wrong Product,2025-01-01
2146,22729,Wrong Product,2025-01-01
2147,56084,No Longer Needed,2025-01-01
2148,25750,No Longer Needed,2025-01-01
2149,3905,Late Delivery,2025-01-01
2150,41848,Wrong Product,2025-01-01
2151,70218,Defective,2025-01-01
2152,59864,Wrong Product,2025-01-01
2153,41434,Late Delivery,2025-01-01
2154,7706,No Longer Needed,2025-01-01
2155,34426,Defective,2025-01-01
2156,9194,Wrong Product,2025-01-01
2157,65026,Defective,2025-01-01
2158,27353,Defective,2025-01-01
2159,619,Wrong Product,2025-01-01
2160,79030,Late Delivery,2025-01-01
2161,93258,Defective,2025-01-01
2162,15147,Wrong Product,2025-01-01
2163,1138,Damaged,2025-01-01
2164,68995,Late Delivery,2025-01-01
2165,80377,Wrong Product,2025-01-01
2166,11839,Late Delivery,2025-01-01
2167,41173,Damaged,2025-01-01
2168,1061,Late Delivery,2025-01-01
2169,37083,Wrong Product,2025-01-01
2170,29522,Damaged,2025-01-01
2171,26704,Wrong Product,2025-01-01
2172,79353,No Longer Needed,2025-01-01
2173,44993,No Longer Needed,2025-01-01
2174,35563,Defective,2025-01-01
2175,13126,Wrong Product,2025-01-01
2176,16500,Late Delivery,2025-01-01
2177,68133,Damaged,2025-01-01
2178,32170,Damaged,2025-01-01
2179,20042,Defective,2025-01-01
2180,49370,Damaged,2025-01-01
2181,47147,Late Delivery,2025-01-01
2182,81499,Defective,2025-01-01
2183,63075,No Longer Needed,2025-01-01
2184,32057,No Longer Needed,2025-01-01
2185,47560,No Longer Needed,2025-01-01
2186,22271,Defective,2025-01-01
2187,7216,Wrong Product,2025-01-01
2188,40590,Late Delivery,2025-01-01
2189,33563,Defective,2025-01-01
2190,58228,Damaged,2025-01-01
2191,73065,No Longer Needed,2025-01-01
2192,93035,No Longer Needed,2025-01-01
2193,6001,Defective,2025-01-01
2194,84130,Damaged,2025-01-01
2195,65128,No Longer Needed,2025-01-01
2196,56659,Late Delivery,2025-01-01
2197,78110,Damaged,2025-01-01
2198,31487,Defective,2025-01-01
2199,2340,Late Delivery,2025-01-01
2200,63996,Defective,2025-01-01
2201,61344,No Longer Needed,2025-01-01
2202,6330,Damaged,2025-01-01
2203,43860,Wrong Product,2025-01-01
2204,65423,Defective,2025-01-01
2205,3201,Wrong Product,2025-01-01
2206,54945,Late Delivery,2025-01-01
2207,76544,Damaged,2025-01-01
2208,26894,Defective,2025-01-01
2209,97919,Damaged,2025-01-01
2210,39918,Damaged,2025-01-01
2211,61252,Late Delivery,2025-01-01
2212,44049,No Longer Needed,2025-01-01
2213,12067,Wrong Product,2025-01-01
2214,41904,Damaged,2025-01-01
2215,12142,Damaged,2025-01-01
2216,31695,Damaged,2025-01-01
2217,79311,Late Delivery,2025-01-01
2218,43301,Wrong Product,2025-01-01
2219,17970,Late Delivery,2025-01-01
2220,49245,Damaged,2025-01-01
2221,46237,Defective,2025-01-01
2222,14239,Wrong Product,2025-01-01
2223,55041,Defective,2025-01-01
2224,98152,Late Delivery,2025-01-01
2225,38689,Late Delivery,2025-01-01
2226,9976,Late Delivery,2025-01-01
2227,22193,Defective,2025-01-01
2228,30759,Defective,2025-01-01
2229,7933,Late Delivery,2025-01-01
2230,87201,Wrong Product,2025-01-01
2231,877,Wrong Product,2025-01-01
2232,88860,No Longer Needed,2025-01-01
2233,33057,Damaged,2025-01-01
2234,48364,Damaged,2025-01-01
2235,59707,Wrong Product,2025-01-01
2236,73912,Late Delivery,2025-01-01
